-58.2737	-58.3362	-58.3468	-58.3800	-58.4301	-58.4861	-58.5573	-58.6451	-58.7452	-58.8475	-58.9760	-59.1117	-59.2592	-59.4213	-59.5928	-59.7791	-59.9777	-60.1896	-60.4144	-60.6507	-60.9015	-61.1636	-61.4395	-61.7262	-62.0305	-62.3429	-62.6715	-63.0070	-63.3699	-63.7377	-64.1202	-64.5159	-64.9292	-65.3519	-65.7989	-66.2541	-66.7308	-67.2185	-67.7320	-68.2573	-68.8095	-69.3742	-69.9639	-70.5711	-71.1997	-71.8521	-72.4915	-73.1583	-73.8312	-74.4600	-75.0278	-75.5240	-75.9474	-76.2714	-76.5384	-76.7052	-76.8084	-76.8474	-76.8281	-76.7920	-76.7833	-76.7921	-76.7815	-76.7871	-76.8042	-76.8233	-76.8637	-76.8927	-76.9515	-76.9967	-77.0525	-77.1079	-77.1593	-77.2207	-77.2774	-77.3348	-77.3912	-77.4441	-77.4926	-77.5413	-77.5832	-77.6319	-77.6585	-77.7011	-77.7527	-77.7762	-77.7855	-77.8037	-77.8458	-77.8883	-77.7703	-77.9069	-77.8767	-77.8338	-77.8689	-77.8487	-77.8366	-77.7890	-77.7636	-77.7376	-77.6934	-77.6525	-77.5892	-77.5386	-77.4568	-77.3917	-77.3097	-77.2233	-77.1227	-77.0221	-76.9108	-76.8019	-76.6791	-76.5441	-76.4123	-76.2691	-76.1320	-75.9808	-75.8114	-75.6518	-75.4753	-75.2943	-75.1181	-74.9137	-74.6820	-74.4265	-74.1481	-73.8382	-73.4775	-73.0645	-72.6170	-72.1502	-71.6636	-71.1647	-70.6500	-70.1470	-69.6520	-69.1586	-68.6697	-68.2030	-67.7331	-67.2854	-66.8412	-66.4111	-65.9880	-65.5774	-65.1787	-64.7849	-64.4103	-64.0402	-63.6827	-63.3313	-62.9979	-62.6686	-62.3555	-62.0516	-61.7575	-61.4758	-61.2035	-60.9455	-60.6960	-60.4607	-60.2361	-60.0229	-59.8231	-59.6312	-59.4540	-59.2898	-59.1366	-58.9930	-58.8613	-58.7421	-58.6378	-58.5432	-58.4603	-58.3930	-58.3374	-58.2991	-58.2607	-58.2290
-58.4523	-58.4112	-58.4483	-58.4883	-58.5361	-58.6038	-58.6812	-58.7676	-58.8672	-58.9899	-59.1118	-59.2520	-59.4059	-59.5707	-59.7517	-59.9434	-60.1483	-60.3656	-60.5955	-60.8396	-61.0949	-61.3646	-61.6462	-61.9431	-62.2482	-62.5716	-62.9051	-63.2586	-63.6114	-63.9869	-64.3752	-64.7790	-65.1951	-65.6314	-66.0742	-66.5419	-67.0215	-67.5247	-68.0415	-68.5819	-69.1422	-69.7260	-70.3374	-70.9804	-71.6332	-72.3411	-73.1082	-73.8391	-74.6219	-75.5534	-76.5056	-77.4070	-78.0513	-78.4182	-78.4441	-78.2710	-77.9829	-77.7459	-77.6449	-77.5765	-77.4548	-77.3610	-77.3330	-77.2971	-77.2920	-77.3020	-77.3107	-77.3488	-77.3700	-77.4143	-77.4575	-77.5045	-77.5593	-77.6058	-77.6562	-77.7042	-77.7507	-77.7975	-77.8444	-77.8862	-77.9299	-77.9604	-78.0079	-78.0320	-78.0404	-78.0707	-78.1087	-78.1299	-78.1186	-78.0987	-78.2373	-78.1032	-78.1335	-78.1675	-78.1105	-78.1012	-78.0733	-78.0705	-78.0337	-77.9859	-77.9444	-77.8871	-77.8398	-77.7662	-77.7108	-77.6247	-77.5416	-77.4489	-77.3565	-77.2501	-77.1400	-77.0141	-76.8890	-76.7625	-76.6212	-76.4785	-76.3193	-76.1623	-76.0133	-75.8495	-75.6864	-75.5116	-75.3380	-75.1976	-75.0527	-74.8462	-74.5601	-74.2213	-73.8466	-73.4406	-72.9980	-72.4890	-71.9357	-71.3493	-70.7984	-70.2745	-69.7603	-69.2538	-68.7673	-68.2819	-67.8174	-67.3550	-66.9086	-66.4711	-66.0465	-65.6317	-65.2253	-64.8354	-64.4477	-64.0762	-63.7136	-63.3664	-63.0226	-62.6964	-62.3757	-62.0679	-61.7724	-61.4868	-61.2142	-60.9501	-60.7003	-60.4593	-60.2306	-60.0138	-59.8072	-59.6161	-59.4340	-59.2627	-59.1043	-58.9602	-58.8285	-58.7084	-58.5976	-58.5015	-58.4181	-58.3435	-58.2819	-58.2276	-58.1979	-58.1862
-58.4730	-58.5455	-58.5643	-58.6057	-58.6651	-58.7296	-58.8104	-58.9076	-59.0172	-59.1294	-59.2680	-59.4141	-59.5721	-59.7452	-59.9275	-60.1250	-60.3351	-60.5587	-60.7953	-61.0437	-61.3067	-61.5813	-61.8698	-62.1692	-62.4867	-62.8120	-63.1539	-63.5024	-63.8788	-64.2601	-64.6571	-65.0669	-65.4935	-65.9311	-66.3944	-66.8654	-67.3605	-67.8705	-68.4056	-68.9662	-69.5501	-70.1768	-70.8304	-71.5332	-72.3494	-73.1682	-74.2168	-75.8095	-77.3368	-78.1730	-78.5850	-78.5296	-78.7136	-79.1154	-79.8568	-80.5635	-80.9785	-80.7144	-79.7513	-78.8191	-78.4435	-78.2556	-78.0518	-77.9653	-77.8917	-77.8508	-77.8484	-77.8395	-77.8696	-77.8915	-77.9243	-77.9623	-77.9965	-78.0413	-78.0830	-78.1265	-78.1691	-78.2079	-78.2427	-78.2780	-78.3061	-78.3426	-78.3553	-78.3862	-78.4268	-78.4383	-78.4347	-78.4416	-78.4751	-78.5099	-78.3736	-78.5095	-78.4672	-78.4125	-78.4435	-78.4148	-78.3951	-78.3393	-78.3077	-78.2757	-78.2255	-78.1791	-78.1097	-78.0543	-77.9668	-77.8967	-77.8100	-77.7190	-77.6136	-77.5082	-77.3931	-77.2804	-77.1536	-77.0162	-76.8816	-76.7389	-76.6031	-76.4594	-76.3052	-76.1594	-76.0367	-75.9910	-75.9163	-75.7075	-75.4093	-75.1116	-74.8170	-74.4830	-74.1032	-73.6779	-73.2200	-72.7493	-72.2834	-71.8063	-71.2190	-70.5625	-69.9645	-69.4347	-68.9123	-68.4167	-67.9307	-67.4645	-67.0081	-66.5642	-66.1311	-65.7094	-65.3018	-64.8988	-64.5150	-64.1371	-63.7716	-63.4122	-63.0711	-62.7343	-62.4139	-62.1028	-61.8016	-61.5128	-61.2336	-60.9687	-60.7123	-60.4701	-60.2387	-60.0188	-59.8120	-59.6133	-59.4292	-59.2581	-59.0979	-58.9474	-58.8085	-58.6822	-58.5706	-58.4688	-58.3786	-58.3039	-58.2408	-58.1946	-58.1489	-58.1095
-58.6791	-58.6445	-58.6903	-58.7394	-58.7958	-58.8731	-58.9597	-59.0558	-59.1654	-59.2984	-59.4307	-59.5816	-59.7465	-59.9224	-60.1151	-60.3186	-60.5356	-60.7652	-61.0077	-61.2647	-61.5332	-61.8162	-62.1116	-62.4225	-62.7416	-63.0796	-63.4280	-63.7969	-64.1652	-64.5566	-64.9606	-65.3815	-65.8168	-66.2723	-66.7354	-67.2278	-67.7349	-68.2694	-68.8311	-69.4183	-70.0608	-70.7312	-71.5105	-72.3916	-73.4079	-75.3621	-76.9951	-77.0166	-76.0769	-75.3995	-74.9348	-75.2077	-75.3883	-75.7685	-76.1952	-77.0100	-78.1925	-79.9258	-81.7361	-82.2198	-80.8679	-79.5484	-79.1319	-78.8144	-78.6463	-78.5472	-78.4672	-78.4486	-78.4213	-78.4282	-78.4427	-78.4625	-78.4952	-78.5221	-78.5539	-78.5840	-78.6139	-78.6455	-78.6775	-78.7048	-78.7350	-78.7510	-78.7865	-78.7969	-78.7914	-78.8098	-78.8375	-78.8476	-78.8230	-78.7901	-78.9279	-78.7749	-78.7993	-78.8281	-78.7588	-78.7427	-78.7078	-78.6997	-78.6560	-78.6018	-78.5547	-78.4919	-78.4403	-78.3614	-78.3024	-78.2123	-78.1254	-78.0294	-77.9344	-77.8261	-77.7141	-77.5875	-77.4635	-77.3396	-77.2047	-77.0718	-76.9309	-76.8032	-76.7017	-76.6858	-76.7007	-76.5292	-76.3262	-76.1158	-75.7736	-75.2453	-74.6657	-74.1376	-73.7271	-73.4257	-73.1703	-72.9531	-72.5851	-72.0765	-71.5454	-71.0581	-70.4182	-69.7157	-69.1399	-68.6069	-68.1003	-67.6121	-67.1412	-66.6862	-66.2443	-65.8161	-65.3960	-64.9944	-64.5962	-64.2139	-63.8414	-63.4852	-63.1324	-62.7976	-62.4685	-62.1525	-61.8489	-61.5554	-61.2753	-61.0034	-60.7461	-60.4977	-60.2615	-60.0374	-59.8234	-59.6250	-59.4356	-59.2571	-59.0914	-58.9399	-58.8009	-58.6734	-58.5553	-58.4516	-58.3608	-58.2786	-58.2093	-58.1476	-58.1098	-58.0901
-58.7219	-58.8047	-58.8319	-58.8817	-58.9507	-59.0243	-59.1151	-59.2222	-59.3420	-59.4646	-59.6143	-59.7714	-59.9410	-60.1259	-60.3201	-60.5301	-60.7529	-60.9895	-61.2395	-61.5015	-61.7786	-62.0677	-62.3710	-62.6854	-63.0186	-63.3598	-63.7181	-64.0832	-64.4773	-64.8770	-65.2940	-65.7245	-66.1722	-66.6344	-67.1265	-67.6285	-68.1620	-68.7225	-69.3147	-69.9710	-70.6619	-71.5138	-72.4352	-74.0114	-76.4338	-76.2502	-74.7714	-73.6998	-73.5661	-73.5487	-73.6988	-73.6984	-74.0145	-74.4051	-74.9638	-75.4628	-76.2369	-76.9040	-77.9523	-80.0193	-82.7041	-83.0431	-81.0274	-80.0557	-79.6374	-79.3560	-79.2254	-79.1093	-79.0715	-79.0387	-79.0272	-79.0324	-79.0369	-79.0560	-79.0758	-79.0997	-79.1237	-79.1445	-79.1625	-79.1818	-79.1938	-79.2164	-79.2132	-79.2311	-79.2598	-79.2582	-79.2407	-79.2356	-79.2604	-79.2873	-79.1311	-79.2673	-79.2128	-79.1459	-79.1734	-79.1364	-79.1096	-79.0458	-79.0088	-78.9717	-78.9165	-78.8658	-78.7914	-78.7329	-78.6413	-78.5685	-78.4796	-78.3870	-78.2804	-78.1748	-78.0617	-77.9526	-77.8317	-77.7049	-77.5866	-77.4713	-77.3811	-77.3271	-77.4069	-77.3717	-77.2342	-77.0252	-76.3498	-75.3951	-74.5272	-73.9163	-73.4814	-73.1437	-72.7716	-72.3906	-72.0564	-71.7497	-71.7198	-71.8224	-71.8176	-71.3632	-70.8222	-70.2588	-69.5187	-68.8686	-68.3208	-67.8033	-67.3141	-66.8416	-66.3873	-65.9456	-65.5223	-65.1043	-64.7067	-64.3169	-63.9399	-63.5691	-63.2177	-62.8709	-62.5410	-62.2207	-61.9106	-61.6132	-61.3253	-61.0522	-60.7876	-60.5373	-60.2981	-60.0702	-59.8556	-59.6491	-59.4574	-59.2786	-59.1107	-58.9527	-58.8061	-58.6721	-58.5530	-58.4435	-58.3456	-58.2633	-58.1925	-58.1383	-58.0850	-58.0381
-58.9563	-58.9281	-58.9830	-59.0415	-59.1068	-59.1942	-59.2904	-59.3968	-59.5172	-59.6611	-59.8045	-59.9671	-60.1439	-60.3320	-60.5375	-60.7540	-60.9843	-61.2277	-61.4845	-61.7561	-62.0397	-62.3380	-62.6493	-62.9768	-63.3126	-63.6682	-64.0347	-64.4229	-64.8110	-65.2233	-65.6490	-66.0941	-66.5572	-67.0428	-67.5395	-68.0753	-68.6352	-69.2350	-69.9016	-70.6140	-71.5236	-72.5672	-74.8817	-76.4804	-74.3884	-72.9118	-72.6829	-72.6298	-72.4131	-72.4185	-72.6889	-73.0063	-73.2998	-73.5577	-73.7485	-74.2365	-74.5758	-75.5571	-76.6358	-77.6976	-78.9045	-81.7686	-84.3645	-82.7690	-81.0226	-80.4952	-80.1095	-79.9405	-79.7933	-79.7225	-79.6790	-79.6503	-79.6466	-79.6427	-79.6470	-79.6525	-79.6606	-79.6728	-79.6862	-79.6960	-79.7103	-79.7095	-79.7313	-79.7265	-79.7055	-79.7109	-79.7276	-79.7258	-79.6871	-79.6403	-79.7783	-79.6048	-79.6236	-79.6479	-79.5658	-79.5434	-79.5019	-79.4893	-79.4393	-79.3796	-79.3279	-79.2607	-79.2064	-79.1238	-79.0632	-78.9714	-78.8836	-78.7876	-78.6943	-78.5896	-78.4826	-78.3646	-78.2546	-78.1518	-78.0520	-77.9778	-77.9686	-78.1161	-78.0725	-77.9783	-77.2008	-75.9878	-75.1118	-74.7002	-74.5601	-74.4372	-74.2141	-73.8523	-73.4959	-73.1096	-72.6722	-72.2496	-71.6320	-71.0422	-70.7308	-70.9353	-71.0869	-70.6360	-70.0701	-69.3509	-68.6225	-68.0553	-67.5263	-67.0337	-66.5602	-66.1083	-65.6664	-65.2471	-64.8330	-64.4354	-64.0495	-63.6810	-63.3165	-62.9704	-62.6307	-62.3043	-61.9908	-61.6877	-61.3984	-61.1173	-60.8511	-60.5940	-60.3492	-60.1167	-59.8944	-59.6878	-59.4902	-59.3037	-59.1301	-58.9705	-58.8237	-58.6884	-58.5624	-58.4509	-58.3522	-58.2620	-58.1849	-58.1156	-58.0696	-58.0418
-59.0214	-59.1149	-59.1507	-59.2093	-59.2883	-59.3714	-59.4727	-59.5904	-59.7210	-59.8549	-60.0164	-60.1855	-60.3676	-60.5655	-60.7729	-60.9965	-61.2335	-61.4846	-61.7497	-62.0271	-62.3201	-62.6258	-62.9462	-63.2782	-63.6300	-63.9902	-64.3685	-64.7542	-65.1707	-65.5942	-66.0377	-66.4967	-66.9751	-67.4743	-68.0126	-68.5681	-69.1737	-69.8420	-70.5707	-71.5206	-72.6723	-75.3771	-75.5052	-72.8974	-72.1497	-72.0434	-71.5892	-71.8886	-72.3889	-72.8982	-73.0193	-73.1266	-73.2698	-73.4812	-73.8934	-74.0900	-74.5333	-74.6125	-75.0240	-76.0019	-77.5540	-78.7925	-81.0078	-84.8965	-84.4419	-81.9938	-81.3333	-80.8703	-80.6644	-80.5058	-80.4084	-80.3537	-80.3077	-80.2871	-80.2747	-80.2710	-80.2700	-80.2676	-80.2647	-80.2646	-80.2576	-80.2638	-80.2426	-80.2457	-80.2612	-80.2452	-80.2125	-80.1945	-80.2101	-80.2288	-80.0509	-80.1888	-80.1214	-80.0419	-80.0668	-80.0217	-79.9882	-79.9168	-79.8752	-79.8341	-79.7750	-79.7213	-79.6434	-79.5838	-79.4904	-79.4174	-79.3296	-79.2394	-79.1369	-79.0377	-78.9356	-78.8426	-78.7464	-78.6601	-78.6103	-78.6641	-78.8785	-78.8916	-78.4932	-77.0958	-76.0492	-75.6800	-75.7578	-75.7701	-75.4274	-74.8685	-74.2109	-73.6377	-73.0462	-72.5188	-72.1160	-71.8116	-71.6827	-71.5719	-71.1776	-70.5235	-70.1178	-70.5003	-70.4230	-69.8440	-69.1573	-68.3828	-67.8008	-67.2653	-66.7704	-66.2949	-65.8465	-65.4058	-64.9886	-64.5822	-64.1896	-63.8041	-63.4393	-63.0800	-62.7381	-62.4065	-62.0855	-61.7776	-61.4795	-61.1967	-60.9225	-60.6627	-60.4145	-60.1777	-59.9542	-59.7391	-59.5389	-59.3515	-59.1752	-59.0091	-58.8542	-58.7120	-58.5848	-58.4673	-58.3613	-58.2711	-58.1924	-58.1299	-58.0689	-58.0142
-59.2849	-59.2632	-59.3275	-59.3959	-59.4705	-59.5685	-59.6749	-59.7922	-59.9240	-60.0798	-60.2352	-60.4104	-60.6001	-60.8016	-61.0211	-61.2520	-61.4972	-61.7560	-62.0286	-62.3169	-62.6175	-62.9334	-63.2631	-63.6097	-63.9653	-64.3419	-64.7303	-65.1422	-65.5549	-65.9941	-66.4485	-66.9266	-67.4294	-67.9606	-68.5111	-69.1230	-69.7880	-70.5325	-71.5075	-72.7656	-75.7879	-74.6790	-72.2139	-71.7227	-71.5046	-71.7329	-72.2167	-72.3882	-72.1153	-71.7954	-72.0618	-72.5542	-73.1119	-73.6570	-74.0307	-74.4727	-74.7219	-75.1649	-75.3803	-75.3834	-75.6983	-77.2509	-78.9432	-80.5606	-85.0501	-85.9436	-82.9764	-82.1757	-81.6560	-81.4031	-81.2350	-81.1148	-81.0491	-80.9956	-80.9586	-80.9293	-80.9083	-80.8950	-80.8851	-80.8734	-80.8686	-80.8482	-80.8542	-80.8319	-80.7935	-80.7844	-80.7892	-80.7746	-80.7203	-80.6588	-80.7981	-80.6022	-80.6157	-80.6361	-80.5408	-80.5124	-80.4649	-80.4487	-80.3933	-80.3290	-80.2739	-80.2037	-80.1487	-80.0645	-80.0049	-79.9146	-79.8296	-79.7388	-79.6536	-79.5612	-79.4716	-79.3807	-79.3148	-79.2883	-79.3853	-79.6487	-79.6499	-78.7551	-77.2705	-76.6590	-76.8304	-77.1000	-76.8144	-76.1719	-75.5838	-75.1635	-74.9246	-74.5691	-74.1853	-73.6102	-72.8758	-71.9908	-71.2131	-70.6278	-70.5622	-70.8144	-70.5840	-69.8352	-69.8738	-70.1526	-69.6646	-68.9583	-68.1488	-67.5558	-67.0165	-66.5227	-66.0456	-65.5997	-65.1629	-64.7445	-64.3406	-63.9563	-63.5766	-63.2165	-62.8636	-62.5247	-62.1993	-61.8847	-61.5845	-61.2926	-61.0162	-60.7491	-60.4944	-60.2523	-60.0208	-59.8050	-59.5984	-59.4030	-59.2207	-59.0524	-58.8971	-58.7535	-58.6191	-58.4992	-58.3924	-58.2940	-58.2086	-58.1315	-58.0772	-58.0411
-59.3727	-59.4774	-59.5222	-59.5900	-59.6794	-59.7725	-59.8850	-60.0140	-60.1562	-60.3021	-60.4764	-60.6586	-60.8543	-61.0663	-61.2882	-61.5269	-61.7796	-62.0469	-62.3289	-62.6237	-62.9348	-63.2595	-63.5995	-63.9520	-64.3255	-64.7083	-65.1106	-65.5215	-65.9659	-66.4198	-66.8982	-67.3962	-67.9188	-68.4743	-69.0899	-69.7453	-70.5025	-71.4738	-72.7688	-75.9023	-73.9585	-72.0121	-71.5886	-71.4358	-71.9166	-72.3290	-71.6168	-71.3457	-72.0441	-73.0442	-73.7866	-74.3230	-74.6984	-75.0839	-75.4391	-75.7068	-76.0284	-76.1706	-76.4409	-76.8015	-76.6821	-76.1623	-76.9998	-79.6395	-80.9687	-85.2523	-87.1203	-83.8712	-82.9935	-82.4598	-82.1682	-81.9930	-81.8556	-81.7698	-81.7079	-81.6641	-81.6285	-81.5956	-81.5660	-81.5418	-81.5119	-81.4986	-81.4566	-81.4427	-81.4433	-81.4112	-81.3615	-81.3292	-81.3353	-81.3455	-81.1435	-81.2844	-81.2036	-81.1107	-81.1340	-81.0810	-81.0415	-80.9630	-80.9178	-80.8739	-80.8123	-80.7575	-80.6781	-80.6200	-80.5276	-80.4583	-80.3766	-80.2951	-80.2051	-80.1241	-80.0512	-80.0038	-79.9884	-80.1055	-80.4221	-80.4133	-79.1916	-77.8747	-77.6056	-78.2464	-78.2449	-77.4863	-76.6039	-76.1816	-76.0671	-75.9587	-75.7059	-75.5895	-75.3778	-75.2765	-75.0227	-74.4957	-73.4722	-72.2325	-70.8855	-69.9500	-69.8824	-70.2734	-69.8455	-69.4899	-69.8383	-69.4766	-68.7461	-67.9172	-67.3211	-66.7790	-66.2881	-65.8124	-65.3672	-64.9380	-64.5246	-64.1200	-63.7384	-63.3636	-63.0071	-62.6617	-62.3278	-62.0075	-61.6974	-61.4033	-61.1179	-60.8474	-60.5889	-60.3419	-60.1086	-59.8838	-59.6741	-59.4774	-59.2920	-59.1170	-58.9532	-58.8021	-58.6663	-58.5404	-58.4258	-58.3275	-58.2405	-58.1696	-58.1006	-58.0381
-59.6665	-59.6514	-59.7254	-59.8042	-59.8886	-59.9977	-60.1150	-60.2441	-60.3881	-60.5566	-60.7249	-60.9138	-61.1177	-61.3337	-61.5688	-61.8155	-62.0771	-62.3532	-62.6436	-62.9504	-63.2704	-63.6065	-63.9573	-64.3262	-64.7048	-65.1063	-65.5210	-65.9618	-66.4053	-66.8788	-67.3712	-67.8950	-68.4559	-69.0599	-69.7045	-70.4694	-71.4126	-72.6909	-75.9390	-73.7497	-71.8408	-71.1572	-71.4245	-72.0012	-71.8045	-70.3530	-71.7025	-72.6670	-73.2079	-73.5004	-73.5805	-73.7219	-73.9640	-74.2313	-74.6671	-75.3075	-76.0100	-76.6539	-77.0711	-77.1607	-77.7460	-78.2997	-77.6678	-76.7017	-79.7974	-81.9781	-86.1307	-88.1814	-84.6967	-83.7903	-83.2717	-82.9501	-82.7664	-82.6265	-82.5237	-82.4430	-82.3810	-82.3335	-82.2933	-82.2547	-82.2263	-82.1825	-82.1697	-82.1272	-82.0690	-82.0434	-82.0350	-82.0063	-81.9350	-81.8574	-81.9993	-81.7787	-81.7871	-81.8043	-81.6952	-81.6614	-81.6085	-81.5899	-81.5301	-81.4624	-81.4057	-81.3345	-81.2813	-81.1983	-81.1435	-81.0594	-80.9833	-80.9058	-80.8403	-80.7780	-80.7334	-80.7248	-80.8509	-81.2466	-81.2714	-79.8062	-78.5699	-78.7246	-79.5981	-78.7732	-77.4618	-76.9669	-77.2421	-77.2712	-76.9078	-76.2330	-75.5104	-74.5441	-73.7893	-73.0668	-72.7920	-73.1490	-73.7588	-73.8882	-73.2057	-71.6622	-70.2281	-69.2953	-69.6295	-69.7030	-69.2528	-69.5746	-69.2931	-68.5202	-67.6871	-67.0963	-66.5540	-66.0653	-65.5945	-65.1473	-64.7196	-64.3149	-63.9161	-63.5385	-63.1696	-62.8157	-62.4761	-62.1480	-61.8350	-61.5307	-61.2425	-60.9640	-60.6982	-60.4453	-60.2033	-59.9774	-59.7607	-59.5557	-59.3638	-59.1860	-59.0217	-58.8691	-58.7258	-58.5971	-58.4817	-58.3746	-58.2807	-58.1955	-58.1327	-58.0882
